task_id,repository_folder,model,run_name,prompt_version,exact_name_match,substring_name_match,name_token_f1,description_token_f1,parse_error,runtime_error,pred_use_case_name,gold_use_case_name
usecase_v1_0157,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,granite-code:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.75,0.3636,,,Save student passport details,Manage student passport details
usecase_v1_0158,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,granite-code:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5,0.6667,,,Create/Add/Register/Save Review,Add course review
usecase_v1_0159,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,granite-code:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.1,,,Manage student reviews,Remove course review
usecase_v1_0160,mehmetpekdemir__Library-Management-System,granite-code:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.1333,,,Create/Add/Register/Save Book,List and view books
usecase_v1_0161,mehmetpekdemir__Library-Management-System,granite-code:3b,user_goal_v4_scale_family,user_goal_v4,0,1,0.6667,0.4,,,Search books by keyword,Search books
usecase_v1_0162,mehmetpekdemir__Library-Management-System,granite-code:3b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.3333,,,Create book,Create book
usecase_v1_0163,mehmetpekdemir__Library-Management-System,granite-code:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.2857,0.0833,,,Create/Add/Register/Save Book,Update book
usecase_v1_0164,mehmetpekdemir__Library-Management-System,granite-code:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.2857,0.1739,,,Create/Add/Register/Save Book,Delete book
usecase_v1_0165,mehmetpekdemir__Library-Management-System,granite-code:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.16,,,Create/Add/Register/Save book,Manage authors
usecase_v1_0166,mehmetpekdemir__Library-Management-System,granite-code:3b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.2609,,,Manage categories,Manage categories
usecase_v1_0167,mehmetpekdemir__Library-Management-System,granite-code:3b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.0,,,Manage publishers,Manage publishers
usecase_v1_0168,RameshMF__library-management-system,granite-code:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.4,0.2,,,Manage books,Manage book catalog
usecase_v1_0169,RameshMF__library-management-system,granite-code:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.4,0.6154,,,Create user,Register library user
usecase_v1_0170,RameshMF__library-management-system,granite-code:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.1,,,View user detail,List library users
usecase_v1_0171,RameshMF__library-management-system,granite-code:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.6667,0.6667,,,Borrow/Return a book,Borrow book
usecase_v1_0172,RameshMF__library-management-system,granite-code:3b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.4286,,,Return book,Return book
usecase_v1_0173,RameshMF__library-management-system,granite-code:3b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.3333,,,View book detail,View book detail
usecase_v1_0174,JacksonGao1999__StudentManagement,granite-code:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,,, student management,List students with pagination
usecase_v1_0175,JacksonGao1999__StudentManagement,granite-code:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.4,0.1333,,, student-crud,Validate student name
usecase_v1_0176,JacksonGao1999__StudentManagement,granite-code:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5,0.0488,,, student management,Create student
usecase_v1_0177,JacksonGao1999__StudentManagement,granite-code:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0952,,, students management,View and update student
usecase_v1_0178,JacksonGao1999__StudentManagement,granite-code:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5,0.1111,,, students management,Delete students
usecase_v1_0179,JacksonGao1999__StudentManagement,granite-code:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.3333,0.1,,,View department detail,Load department options
usecase_v1_0180,Asitha123__Java-Spring-boot-Student-Management-System,granite-code:3b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.375,,,List students,List students
usecase_v1_0181,Asitha123__Java-Spring-boot-Student-Management-System,granite-code:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.25,0.4,,,Save student,Open student create or edit form
usecase_v1_0182,Asitha123__Java-Spring-boot-Student-Management-System,granite-code:3b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.4211,,,Save student,Save student
usecase_v1_0183,Asitha123__Java-Spring-boot-Student-Management-System,granite-code:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5,0.4286,,,Save student,Delete student
