task_id,repository_folder,model,run_name,prompt_version,exact_name_match,substring_name_match,name_token_f1,description_token_f1,parse_error,runtime_error,pred_use_case_name,gold_use_case_name
usecase_v1_0168,RameshMF__library-management-system,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.4,0.24,,,Manage books,Manage book catalog
usecase_v1_0169,RameshMF__library-management-system,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.4,0.5455,,,Create user,Register library user
usecase_v1_0170,RameshMF__library-management-system,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8,0.7059,,,List users,List library users
usecase_v1_0171,RameshMF__library-management-system,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.9333,,,Borrow book,Borrow book
usecase_v1_0172,RameshMF__library-management-system,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.7143,,,Return book,Return book
usecase_v1_0173,RameshMF__library-management-system,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.5556,,,View book detail,View book detail
usecase_v1_0174,JacksonGao1999__StudentManagement,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,1,0.6667,0.3529,,,List students,List students with pagination
usecase_v1_0175,JacksonGao1999__StudentManagement,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.4615,,,Validate student name,Validate student name
usecase_v1_0176,JacksonGao1999__StudentManagement,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.7273,,,Create student,Create student
usecase_v1_0177,JacksonGao1999__StudentManagement,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.3333,0.3158,,,Edit student,View and update student
usecase_v1_0178,JacksonGao1999__StudentManagement,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,1,0.8,0.4706,,,Batch delete students,Delete students
usecase_v1_0179,JacksonGao1999__StudentManagement,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.125,,,List departments,Load department options
usecase_v1_0180,Asitha123__Java-Spring-boot-Student-Management-System,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.625,,,List students,List students
usecase_v1_0181,Asitha123__Java-Spring-boot-Student-Management-System,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.25,0.5806,,,Save student,Open student create or edit form
usecase_v1_0182,Asitha123__Java-Spring-boot-Student-Management-System,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.25,,,Save student,Save student
usecase_v1_0183,Asitha123__Java-Spring-boot-Student-Management-System,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.7692,,,Delete student,Delete student
